rowLabel	maxf0	minf0	excursion_size	meanf0	finalf0	mean_intensity	duration	max_velocity	final_velocity	maxf0_loc_ms	maxf0_loc_ratio
p2_koo_L2	122.66634541233867	106.66097731312239	2.4204844191898474	113.41861428614341	122.7499156297507	80.23942634079714	29.898765045487607	7.515462366386024	7.511754530183541	0	0
p1_too_H1	151.2152120788376	150.7163707889706	0.05720579501377365	150.90312766468034	150.9486442176149	77.65322391386053	39.69318807764921	65.88432879602206	39.156205695608634	0	0
p2_too_H1	149.57716683993007	145.46140348204136	0.48304273623261196	147.09767423105387	146.3356575839168	83.045495223624	59.797530090975215	-11.172387642495123	-10.424023673364392	0	0
p1_too_H2	133.953471997668	133.16169877829955	0.1026335394673783	133.83161628694396	133.9660049765183	76.59881712204123	30.41426099454725	-28.989594440108934	-28.732225463574707	0	0
p2_too_H2	130.88519177916072	128.40757964402107	0.3308582044433557	129.11190108983322	129.18357471741945	80.26463212062298	50.518603007901675	-12.095547679115477	2.1451434897071144	0	0
p1_tu_H1	153.86983925198288	153.419955471845	0.05069186729517394	153.49785291302305	153.29246112104747	77.91054650132706	39.69318807762079	38.190093341766485	14.345991940277795	0	0
p2_tu_H1	147.517964921018	143.86318448135023	0.4343185685091493	144.74103931463688	144.1333382415963	79.20621810276964	50.00310705884203	-19.620413108884005	-16.25598237022978	0	0
p1_tu_H2	133.49102884579654	130.9021657412806	0.33904588271564684	132.55873951931974	131.44985143919527	75.6614253337163	40.72417997576849	-20.421441701124575	-12.69000509048512	36.81983614367823	0.904127134434299
p2_tu_H2	129.97189757226326	129.13977226518733	0.11119596567460466	129.77115123002523	129.85727550253497	77.43892517784647	40.72417997576849	6.688159058216781	6.486937754533488	0	0
p1_ti_L1	165.1885450486169	164.86160179504023	0.03429875631045931	164.9406843874483	164.88931339185558	77.76928342545432	40.49932282464397	57.79655585785576	23.59409502038534	40.49932282464397	1
p2_ti_L1	153.71441984539743	121.29403269701277	4.100927204265746	141.41008629876382	150.42968999931463	78.9778228390639	40.20868402670885	-69.81514215330743	-65.19685399517223	0	0
p1_ti_L2	139.2834000296463	138.32822668536207	0.11913298887224322	138.75360573286812	138.55640100547993	75.75326060810247	39.69318807762079	-2.6064738717256217	-0.4821348932227205	39.69318807762079	1
p2_ti_L2	128.60061585557906	107.05132286541343	3.1751391354638607	119.98722531699636	125.24470644035182	74.59164603449511	40.20868402670885	-61.21831464820738	-28.46196466614416	0	0
p1_koo_H1	145.80671020627923	142.07759315922127	0.44853682237284254	143.03735921288575	143.14656442237597	78.23001577036293	39.69318807764921	67.30433859832597	44.127619384447414	0	0
p2_koo_H1	144.92402026910358	142.77329435728134	0.2588469967028084	143.4626163370845	143.71709793759828	79.21932786326414	50.00310705884203	-6.829657693230532	-5.477163578813622	0	0
